Provisional designation,"Absolute magnitude, H",Distance ER,Distance LD,Distance km,Distance AU,Refernce,Ref URL,,,,,,,,,
2012 XM55,27.9,183.4,3.0472,1171351,0.00783,MPEC 2012-X47,http://www.minorplanetcenter.net/mpec/K12/K12X47.html,,,,,,,,,
2018 RA,26.8,183.4,3.0472,1171351,0.00783,MPEC 2018-R07,http://www.minorplanetcenter.net/mpec/K18/K18R07.html,,,,,,,,,
2018 KC,27.5,184.33,3.0628,1177335,0.00787,MPEC 2018-K05,http://www.minorplanetcenter.net/mpec/K18/K18K05.html,,,,,,,,,
2015 DO215,26.6,184.8,3.0706,1180327,0.00789,MPEC 2015-E11,http://www.minorplanetcenter.net/mpec/K15/K15E11.html,,,,,,,,,
2012 LA11,26.1,185.5,3.0822,1184815,0.00792,MPEC 2012-M03,http://www.minorplanetcenter.net/mpec/K12/K12M03.html,,,,,,,,,
2017 TW5,27.4,185.5,3.0822,1184815,0.00792,MPEC 2017-U24,http://www.minorplanetcenter.net/mpec/K17/K17U24.html,,,,,,,,,
2014 UD192,25.9,185.74,3.0861,1186311,0.00793,MPEC 2014-W11,http://www.minorplanetcenter.net/mpec/K14/K14W11.html,,,,,,,,,
2019 HF4,27.6,186.21,3.0939,1189303,0.00795,MPEC 2019-J05,http://www.minorplanetcenter.net/mpec/K19/K19J05.html,,,,,,,,,
2016 ET1,28.9,187.14,3.1095,1195287,0.00799,MPEC 2016-E44,http://www.minorplanetcenter.net/mpec/K16/K16E44.html,,,,,,,,,
2012 XM16,25.9,187.38,3.1134,1196783,0.008,MPEC 2012-X30,http://www.minorplanetcenter.net/mpec/K12/K12X30.html,,,,,,,,,
2017 XW61,25.5,187.38,3.1134,1196783,0.008,MPEC 2017-Y20,http://www.minorplanetcenter.net/mpec/K17/K17Y20.html,,,,,,,,,
2003 YH111,24.5,187.61,3.1173,1198279,0.00801,MPEC 2003-Y83,http://www.minorplanetcenter.net/mpec/K03/K03Y83.html,,,,,,,,,
2004 FY1,26.3,187.85,3.1212,1199775,0.00802,MPEC 2004-F33,http://www.minorplanetcenter.net/mpec/K04/K04F33.html,,,,,,,,,
2018 KU2,26.8,188.31,3.1289,1202767,0.00804,MPEC 2018-K89,http://www.minorplanetcenter.net/mpec/K18/K18K89.html,,,,,,,,,
2019 FF,26.3,188.31,3.1289,1202767,0.00804,MPEC 2019-F47,http://www.minorplanetcenter.net/mpec/K19/K19F47.html,,,,,,,,,
2015 EK,26.3,188.55,3.1328,1204263,0.00805,MPEC 2015-L43,http://www.minorplanetcenter.net/mpec/K15/K15L43.html,,,,,,,,,
2007 WJ3,26.3,189.02,3.1406,1207255,0.00807,MPEC 2007-W22,http://www.minorplanetcenter.net/mpec/K07/K07W22.html,,,,,,,,,
2016 GX220,28.8,189.25,3.1445,1208751,0.00808,MPEC 2016-H15,http://www.minorplanetcenter.net/mpec/K16/K16H15.html,,,,,,,,,
2017 MD,24.5,189.72,3.1523,1211743,0.0081,MPEC 2017-M17,http://www.minorplanetcenter.net/mpec/K17/K17M17.html,,,,,,,,,
2008 WY94,25.5,189.95,3.1562,1213239,0.00811,MPEC 2008-X05,http://www.minorplanetcenter.net/mpec/K08/K08X05.html,,,,,,,,,
2018 BJ6,28.5,190.89,3.1718,1219223,0.00815,MPEC 2018-B15,http://www.minorplanetcenter.net/mpec/K18/K18B15.html,,,,,,,,,
2002 FD6,22,191.36,3.1795,1222215,0.00817,MPEC 2002-F54,http://www.minorplanetcenter.net/mpec/K02/K02F54.html,,,,,,,,,
2013 AH53,25.7,191.36,3.1795,1222215,0.00817,MPEC 2013-B01,http://www.minorplanetcenter.net/mpec/K13/K13B01.html,,,,,,,,,
2018 TB5,26.5,191.59,3.1834,1223711,0.00818,MPEC 2018-T15,http://www.minorplanetcenter.net/mpec/K18/K18T15.html,,,,,,,,,
2019 BU3,29.3,192.77,3.2029,1231190,0.00823,MPEC 2019-B14,http://www.minorplanetcenter.net/mpec/K19/K19B14.html,,,,,,,,,
2014 BK25,27.5,193.23,3.2107,1234182,0.00825,MPEC 2014-B66,http://www.minorplanetcenter.net/mpec/K14/K14B66.html,,,,,,,,,
2018 PM10,27,193.23,3.2107,1234182,0.00825,MPEC 2018-P58,http://www.minorplanetcenter.net/mpec/K18/K18P58.html,,,,,,,,,
2014 EG45,21.9,193.47,3.2146,1235678,0.00826,MPEC 2016-G11,http://www.minorplanetcenter.net/mpec/K16/K16G11.html,,,,,,,,,
2016 AB166,24.4,193.47,3.2146,1235678,0.00826,MPEC 2016-E73,http://www.minorplanetcenter.net/mpec/K16/K16E73.html,,,,,,,,,
2016 LK49,26,194.17,3.2262,1240166,0.00829,MPEC 2016-M15,http://www.minorplanetcenter.net/mpec/K16/K16M15.html,,,,,,,,,
2014 EL,27,194.64,3.234,1243158,0.00831,MPEC 2014-E49,http://www.minorplanetcenter.net/mpec/K14/K14E49.html,,,,,,,,,
2017 SD12,25.2,194.87,3.2379,1244654,0.00832,MPEC 2017-S13,http://www.minorplanetcenter.net/mpec/K17/K17S13.html,,,,,,,,,
2014 HQ124,18.9,195.81,3.2535,1250638,0.00836,MPEC 2017-F20,http://www.minorplanetcenter.net/mpec/K17/K17F20.html,,,,,,,,,
2018 RR4,27.1,195.81,3.2535,1250638,0.00836,MPEC 2018-R13,http://www.minorplanetcenter.net/mpec/K18/K18R13.html,,,,,,,,,
2008 GE128,25.8,196.98,3.2729,1258118,0.00841,MPEC 2008-H46,http://www.minorplanetcenter.net/mpec/K08/K08H46.html,,,,,,,,,
2011 EL40,26.3,197.68,3.2846,1262606,0.00844,MPEC 2011-E55,http://www.minorplanetcenter.net/mpec/K11/K11E55.html,,,,,,,,,
2007 FR3,27.5,198.15,3.2924,1265598,0.00846,MPEC 2007-F58,http://www.minorplanetcenter.net/mpec/K07/K07F58.html,,,,,,,,,
2015 HE1,26.5,198.62,3.3002,1268590,0.00848,MPEC 2016-A79,http://www.minorplanetcenter.net/mpec/K16/K16A79.html,,,,,,,,,
2009 WQ52,28.1,198.85,3.3041,1270086,0.00849,MPEC 2009-W83,http://www.minorplanetcenter.net/mpec/K09/K09W83.html,,,,,,,,,
2011 HP4,27.5,199.09,3.308,1271582,0.0085,MPEC 2011-H43,http://www.minorplanetcenter.net/mpec/K11/K11H43.html,,,,,,,,,
2017 SP21,27.8,199.32,3.3119,1273078,0.00851,MPEC 2017-T25,http://www.minorplanetcenter.net/mpec/K17/K17T25.html,,,,,,,,,
2014 HJ198,26.8,199.56,3.3157,1274574,0.00852,MPEC 2014-Y75,http://www.minorplanetcenter.net/mpec/K14/K14Y75.html,,,,,,,,,
2012 DH54,27.6,200.03,3.3235,1277566,0.00854,MPEC 2012-D103,http://www.minorplanetcenter.net/mpec/K12/K12DA3.html,,,,,,,,,
2011 EC12,26,200.49,3.3313,1280558,0.00856,MPEC 2011-E31,http://www.minorplanetcenter.net/mpec/K11/K11E31.html,,,,,,,,,
2008 KT,28.3,201.2,3.343,1285046,0.00859,MPEC 2008-K48,http://www.minorplanetcenter.net/mpec/K08/K08K48.html,,,,,,,,,
2011 AH5,26.5,201.43,3.3469,1286542,0.0086,MPEC 2011-A32,http://www.minorplanetcenter.net/mpec/K11/K11A32.html,,,,,,,,,
2009 WR52,28,201.9,3.3547,1289534,0.00862,MPEC 2009-W84,http://www.minorplanetcenter.net/mpec/K09/K09W84.html,,,,,,,,,
2012 DF4,26,201.9,3.3547,1289534,0.00862,MPEC 2012-D29,http://www.minorplanetcenter.net/mpec/K12/K12D29.html,,,,,,,,,
2019 GW1,26.2,201.9,3.3547,1289534,0.00862,MPEC 2019-G66,http://www.minorplanetcenter.net/mpec/K19/K19G66.html,,,,,,,,,
2017 BM93,26.5,202.6,3.3663,1294022,0.00865,MPEC 2017-C83,http://www.minorplanetcenter.net/mpec/K17/K17C83.html,,,,,,,,,
2017 TV5,27.2,202.84,3.3702,1295518,0.00866,MPEC 2017-U23,http://www.minorplanetcenter.net/mpec/K17/K17U23.html,,,,,,,,,
2017 VL1,26.5,204.01,3.3897,1302997,0.00871,MPEC 2017-V44,http://www.minorplanetcenter.net/mpec/K17/K17V44.html,,,,,,,,,
2018 BE6,24.4,204.01,3.3897,1302997,0.00871,MPEC 2018-B14,http://www.minorplanetcenter.net/mpec/K18/K18B14.html,,,,,,,,,
2003 GG21,22,204.24,3.3936,1304493,0.00872,MPEC 2003-G36,http://www.minorplanetcenter.net/mpec/K03/K03G36.html,,,,,,,,,
2009 QR,27.4,204.48,3.3975,1305989,0.00873,MPEC 2009-Q09,http://www.minorplanetcenter.net/mpec/K09/K09Q09.html,,,,,,,,,
2007 FP3,28.4,204.94,3.4053,1308981,0.00875,MPEC 2007-F56,http://www.minorplanetcenter.net/mpec/K07/K07F56.html,,,,,,,,,
2010 GM23,24.8,206.12,3.4247,1316461,0.0088,MPEC 2010-G61,http://www.minorplanetcenter.net/mpec/K10/K10G61.html,,,,,,,,,
2018 WD2,26,207.29,3.4442,1323941,0.00885,MPEC 2018-X04,http://www.minorplanetcenter.net/mpec/K18/K18X04.html,,,,,,,,,
2016 QB11,25.8,207.52,3.4481,1325437,0.00886,MPEC 2016-Q49,http://www.minorplanetcenter.net/mpec/K16/K16Q49.html,,,,,,,,,
2017 NB,24.8,207.52,3.4481,1325437,0.00886,MPEC 2017-N43,http://www.minorplanetcenter.net/mpec/K17/K17N43.html,,,,,,,,,
2012 TU231,26.2,207.99,3.4559,1328429,0.00888,MPEC 2012-U15,http://www.minorplanetcenter.net/mpec/K12/K12U15.html,,,,,,,,,
2018 JD,26.7,210.33,3.4948,1343389,0.00898,MPEC 2018-J09,http://www.minorplanetcenter.net/mpec/K18/K18J09.html,,,,,,,,,
2018 XM4,24.2,210.57,3.4987,1344885,0.00899,MPEC 2018-X12,http://www.minorplanetcenter.net/mpec/K18/K18X12.html,,,,,,,,,
2017 WO15,26.5,211.03,3.5064,1347877,0.00901,MPEC 2017-W18,http://www.minorplanetcenter.net/mpec/K17/K17W18.html,,,,,,,,,
2009 UU1,24.7,212.67,3.5337,1358349,0.00908,MPEC 2009-U34,http://www.minorplanetcenter.net/mpec/K09/K09U34.html,,,,,,,,,
2019 AR7,26.7,212.91,3.5376,1359845,0.00909,MPEC 2019-A15,http://www.minorplanetcenter.net/mpec/K19/K19A15.html,,,,,,,,,
2016 EO156,28.9,213.85,3.5531,1365829,0.00913,MPEC 2016-F39,http://www.minorplanetcenter.net/mpec/K16/K16F39.html,,,,,,,,,
2008 TT26,23.9,214.31,3.5609,1368821,0.00915,MPEC 2008-T120,http://www.minorplanetcenter.net/mpec/K08/K08TC0.html,,,,,,,,,
2015 WV12,26.9,214.31,3.5609,1368821,0.00915,MPEC 2015-X48,http://www.minorplanetcenter.net/mpec/K15/K15X48.html,,,,,,,,,
2018 TM3,29.7,214.78,3.5687,1371812,0.00917,MPEC 2018-T12,http://www.minorplanetcenter.net/mpec/K18/K18T12.html,,,,,,,,,
2018 VU8,27.8,215.25,3.5765,1374804,0.00919,MPEC 2018-V18,http://www.minorplanetcenter.net/mpec/K18/K18V18.html,,,,,,,,,
2006 VE13,26.6,216.19,3.5921,1380788,0.00923,MPEC 2006-V56,http://www.minorplanetcenter.net/mpec/K06/K06V56.html,,,,,,,,,
2018 VS1,26.6,216.19,3.5921,1380788,0.00923,MPEC 2018-V47,http://www.minorplanetcenter.net/mpec/K18/K18V47.html,,,,,,,,,
2007 WT3,24.1,216.42,3.596,1382284,0.00924,MPEC 2007-W29,http://www.minorplanetcenter.net/mpec/K07/K07W29.html,,,,,,,,,
2019 EF,26.5,216.66,3.5998,1383780,0.00925,MPEC 2019-E29,http://www.minorplanetcenter.net/mpec/K19/K19E29.html,,,,,,,,,
2019 EW2,26.3,216.66,3.5998,1383780,0.00925,MPEC 2019-F43,http://www.minorplanetcenter.net/mpec/K19/K19F43.html,,,,,,,,,
2008 EJ85,25.2,216.89,3.6037,1385276,0.00926,MPEC 2008-E125,http://www.minorplanetcenter.net/mpec/K08/K08EC5.html,,,,,,,,,
2016 NL39,27.6,216.89,3.6037,1385276,0.00926,MPEC 2017-E56,http://www.minorplanetcenter.net/mpec/K17/K17E56.html,,,,,,,,,
2016 WB8,25.9,216.89,3.6037,1385276,0.00926,MPEC 2016-X90,http://www.minorplanetcenter.net/mpec/K16/K16X90.html,,,,,,,,,
2013 YL2,23.1,217.12,3.6076,1386772,0.00927,MPEC 2014-C01,http://www.minorplanetcenter.net/mpec/K14/K14C01.html,,,,,,,,,
2017 FO101,25.2,217.12,3.6076,1386772,0.00927,MPEC 2017-G26,http://www.minorplanetcenter.net/mpec/K17/K17G26.html,,,,,,,,,
2016 LV,23.1,217.36,3.6115,1388268,0.00928,MPEC 2016-M15,http://www.minorplanetcenter.net/mpec/K16/K16M15.html,,,,,,,,,
2018 GD5,27.8,217.59,3.6154,1389764,0.00929,MPEC 2018-H12,http://www.minorplanetcenter.net/mpec/K18/K18H12.html,,,,,,,,,
2003 ME1,23.6,217.83,3.6193,1391260,0.0093,MPEC 2003-M47,http://www.minorplanetcenter.net/mpec/K03/K03M47.html,,,,,,,,,
2010 JO33,25.3,218.06,3.6232,1392756,0.00931,MPEC 2010-J50,http://www.minorplanetcenter.net/mpec/K10/K10J50.html,,,,,,,,,
2018 BQ6,27.4,218.06,3.6232,1392756,0.00931,MPEC 2018-B16,http://www.minorplanetcenter.net/mpec/K18/K18B16.html,,,,,,,,,
2018 UK1,26.4,218.3,3.6271,1394252,0.00932,MPEC 2018-U45,http://www.minorplanetcenter.net/mpec/K18/K18U45.html,,,,,,,,,
2010 WD1,27.5,218.53,3.631,1395748,0.00933,MPEC 2010-W36,http://www.minorplanetcenter.net/mpec/K10/K10W36.html,,,,,,,,,
2019 FP,26.2,219,3.6388,1398740,0.00935,MPEC 2019-F10,http://www.minorplanetcenter.net/mpec/K19/K19F10.html,,,,,,,,,
2012 BU1,27.7,219.47,3.6465,1401732,0.00937,MPEC 2012-B15,http://www.minorplanetcenter.net/mpec/K12/K12B15.html,,,,,,,,,
2017 WY27,27.9,219.7,3.6504,1403228,0.00938,MPEC 2017-W20,http://www.minorplanetcenter.net/mpec/K17/K17W20.html,,,,,,,,,
2019 EG1,26,219.93,3.6543,1404724,0.00939,MPEC 2019-E57,http://www.minorplanetcenter.net/mpec/K19/K19E57.html,,,,,,,,,
2017 JX1,25.9,223.21,3.7088,1425668,0.00953,MPEC 2017-J49,http://www.minorplanetcenter.net/mpec/K17/K17J49.html,,,,,,,,,
2006 FU,25.6,223.68,3.7166,1428660,0.00955,MPEC 2006-F30,http://www.minorplanetcenter.net/mpec/K06/K06F30.html,,,,,,,,,
2008 VU3,23.2,223.68,3.7166,1428660,0.00955,MPEC 2008-V31,http://www.minorplanetcenter.net/mpec/K08/K08V31.html,,,,,,,,,
2014 SD145,26.9,223.68,3.7166,1428660,0.00955,MPEC 2014-W02,http://www.minorplanetcenter.net/mpec/K14/K14W02.html,,,,,,,,,
2006 LM,25,223.92,3.7205,1430156,0.00956,MPEC 2006-L24,http://www.minorplanetcenter.net/mpec/K06/K06L24.html,,,,,,,,,
2017 WF16,29.1,223.92,3.7205,1430156,0.00956,MPEC 2017-W18,http://www.minorplanetcenter.net/mpec/K17/K17W18.html,,,,,,,,,
2010 XX,27.1,224.62,3.7322,1434644,0.00959,MPEC 2010-X33,http://www.minorplanetcenter.net/mpec/K10/K10X33.html,,,,,,,,,
2009 WX7,26.7,224.85,3.7361,1436140,0.0096,MPEC 2009-W52,http://www.minorplanetcenter.net/mpec/K09/K09W52.html,,,,,,,,,
2017 FU64,23.8,225.32,3.7438,1439132,0.00962,MPEC 2017-G53,http://www.minorplanetcenter.net/mpec/K17/K17G53.html,,,,,,,,,
2019 DX,27,226.26,3.7594,1445115,0.00966,MPEC 2019-D66,http://www.minorplanetcenter.net/mpec/K19/K19D66.html,,,,,,,,,
2016 SR2,26.2,227.2,3.775,1451099,0.0097,MPEC 2016-T14,http://www.minorplanetcenter.net/mpec/K16/K16T14.html,,,,,,,,,
2018 XG,26.8,227.2,3.775,1451099,0.0097,MPEC 2018-X38,http://www.minorplanetcenter.net/mpec/K18/K18X38.html,,,,,,,,,
2017 RB,28,227.43,3.7789,1452595,0.00971,MPEC 2017-R24,http://www.minorplanetcenter.net/mpec/K17/K17R24.html,,,,,,,,,
2013 FG,25.6,227.66,3.7828,1454091,0.00972,MPEC 2013-H48,http://www.minorplanetcenter.net/mpec/K13/K13H48.html,,,,,,,,,
2016 TM56,26.8,227.66,3.7828,1454091,0.00972,MPEC 2016-V09,http://www.minorplanetcenter.net/mpec/K16/K16V09.html,,,,,,,,,
2018 RP,26.2,227.9,3.7866,1455587,0.00973,MPEC 2018-R33,http://www.minorplanetcenter.net/mpec/K18/K18R33.html,,,,,,,,,
2006 HU50,24.7,230.24,3.8256,1470547,0.00983,MPEC 2006-H50,http://www.minorplanetcenter.net/mpec/K06/K06H50.html,,,,,,,,,
1988 TA,21,230.47,3.8295,1472043,0.00984,,,,,,,,,,,
2013 UJ5,28.2,230.71,3.8333,1473539,0.00985,MPO 275420,,,,,,,,,,
2015 VK64,27.4,230.94,3.8372,1475035,0.00986,MPEC 2015-V10,http://www.minorplanetcenter.net/mpec/K15/K15V10.html,,,,,,,,,
2016 TG55,26,230.94,3.8372,1475035,0.00986,MPEC 2016-V29,http://www.minorplanetcenter.net/mpec/K16/K16V29.html,,,,,,,,,
2008 FO32,25.7,231.18,3.8411,1476531,0.00987,MPEC 2009-F98,http://www.minorplanetcenter.net/mpec/K09/K09F98.html,,,,,,,,,
2004 BN41,25.4,231.88,3.8528,1481019,0.0099,MPEC 2004-B39,http://www.minorplanetcenter.net/mpec/K04/K04B39.html,,,,,,,,,
2019 GE1,27,232.11,3.8567,1482515,0.00991,MPEC 2019-G49,http://www.minorplanetcenter.net/mpec/K19/K19G49.html,,,,,,,,,
2015 FQ332,25.2,232.35,3.8606,1484011,0.00992,MPEC 2015-R05,http://www.minorplanetcenter.net/mpec/K15/K15R05.html,,,,,,,,,
2019 AG7,25.4,233.05,3.8723,1488499,0.00995,MPEC 2019-A14,http://www.minorplanetcenter.net/mpec/K19/K19A14.html,,,,,,,,,
2018 JX,23.3,233.29,3.8762,1489995,0.00996,MPEC 2018-J31,http://www.minorplanetcenter.net/mpec/K18/K18J31.html,,,,,,,,,
2005 VG7,24.4,233.52,3.88,1491491,0.00997,MPEC 2005-V83,http://www.minorplanetcenter.net/mpec/K05/K05V83.html,,,,,,,,,
2003 LH,24.7,233.99,3.8878,1494483,0.00999,MPEC 2003-L10,http://www.minorplanetcenter.net/mpec/K03/K03L10.html,,,,,,,,,
2018 WG,29.3,0.63,0.0105,4039,2.70E-05,MPEC 2018-W24,http://www.minorplanetcenter.net/mpec/K18/K18W24.html,,,,,,,,,
2008 TC3,30.4,1.01,0.0167,6433,4.30E-05,MPEC 2008-T50,http://www.minorplanetcenter.net/mpec/K08/K08T50.html,,,,,,,,,
2017 EA,30.8,3.28,0.0545,20944,0.00014,MPEC 2017-E16,http://www.minorplanetcenter.net/mpec/K17/K17E16.html,,,,,,,,,
2008 US,31.6,4.82,0.0802,30817,0.000206,MPEC 2008-U32,http://www.minorplanetcenter.net/mpec/K08/K08U32.html,,,,,,,,,
2018 LA,30.6,5.69,0.0946,36352,0.000243,MPEC 2018-L04,http://www.minorplanetcenter.net/mpec/K18/K18L04.html,,,,,,,,,
2016 EF195,25.5,6.21,0.1031,39643,0.000265,MPEC 2016-F28,http://www.minorplanetcenter.net/mpec/K16/K16F28.html,,,,,,,,,
2018 BD,30.1,6.61,0.1097,42187,0.000282,MPEC 2018-B36,http://www.minorplanetcenter.net/mpec/K18/K18B36.html,,,,,,,,,
2004 FH,25.7,7.68,0.1276,49068,0.000328,MPEC 2004-F24,http://www.minorplanetcenter.net/mpec/K04/K04F24.html,,,,,,,,,
2016 DY30,30.5,7.96,0.1323,50863,0.00034,MPEC 2016-E73,http://www.minorplanetcenter.net/mpec/K16/K16E73.html,,,,,,,,,
2012 KT42,29,8.97,0.1491,57296,0.000383,MPEC 2012-K66,http://www.minorplanetcenter.net/mpec/K12/K12K66.html,,,,,,,,,
2014 EC,28.2,9.91,0.1646,63280,0.000423,MPEC 2014-O26,http://www.minorplanetcenter.net/mpec/K14/K14O26.html,,,,,,,,,
2017 FN1,30.6,9.91,0.1646,63280,0.000423,MPEC 2017-F53,http://www.minorplanetcenter.net/mpec/K17/K17F53.html,,,,,,,,,
2012 FS35,30.1,10.12,0.1681,64626,0.000432,MPEC 2012-F81,http://www.minorplanetcenter.net/mpec/K12/K12F81.html,,,,,,,,,
2008 UM1,32.1,11.06,0.1837,70610,0.000472,MPEC 2008-U40,http://www.minorplanetcenter.net/mpec/K08/K08U40.html,,,,,,,,,
2019 JH7,29.7,11.2,0.186,71508,0.000478,MPEC 2019-K01,http://www.minorplanetcenter.net/mpec/K19/K19K01.html,,,,,,,,,
2018 UA,30.2,11.62,0.193,74201,0.000496,MPEC 2018-U19,http://www.minorplanetcenter.net/mpec/K18/K18U19.html,,,,,,,,,
2016 LP10,29.3,11.83,0.1965,75547,0.000505,MPEC 2016-L88,http://www.minorplanetcenter.net/mpec/K16/K16L88.html,,,,,,,,,
2008 EF32,29.4,12.37,0.2055,78988,0.000528,MPEC 2008-E91,http://www.minorplanetcenter.net/mpec/K08/K08E91.html,,,,,,,,,
2014 SG1,29.1,12.51,0.2078,79885,0.000534,MPEC 2014-S21,http://www.minorplanetcenter.net/mpec/K14/K14S21.html,,,,,,,,,
2015 PK,28.1,12.51,0.2078,79885,0.000534,MPEC 2015-P16,http://www.minorplanetcenter.net/mpec/K15/K15P16.html,,,,,,,,,
2016 UD,26.6,12.58,0.209,80334,0.000537,MPEC 2016-U23,http://www.minorplanetcenter.net/mpec/K16/K16U23.html,,,,,,,,,
2016 CM194,27.7,13.07,0.2172,83476,0.000558,MPEC 2016-C17,http://www.minorplanetcenter.net/mpec/K16/K16C17.html,,,,,,,,,
2009 FH,26.6,13.3,0.221,84972,0.000568,MPEC 2009-F13,http://www.minorplanetcenter.net/mpec/K09/K09F13.html,,,,,,,,,
2014 KC45,29.3,14.03,0.2331,89609,0.000599,MPEC 2014-K60,http://www.minorplanetcenter.net/mpec/K14/K14K60.html,,,,,,,,,
2017 SR2,28.6,14.59,0.2425,93199,0.000623,MPEC 2017-S86,http://www.minorplanetcenter.net/mpec/K17/K17S86.html,,,,,,,,,
2012 TC4,26.7,14.9,0.2475,95144,0.000636,MPEC 2012-T18,http://www.minorplanetcenter.net/mpec/K12/K12T18.html,,,,,,,,,
2011 GP28,29.4,14.92,0.2479,95294,0.000637,MPEC 2011-G38,http://www.minorplanetcenter.net/mpec/K11/K11G38.html,,,,,,,,,
2017 TH5,28.4,15.65,0.26,99931,0.000668,MPEC 2017-U13,http://www.minorplanetcenter.net/mpec/K17/K17U13.html,,,,,,,,,
2015 VU64,30.6,15.72,0.2611,100380,0.000671,MPEC 2015-V11,http://www.minorplanetcenter.net/mpec/K15/K15V11.html,,,,,,,,,
2018 WZ1,29.4,16.07,0.267,102624,0.000686,MPEC 2018-W85,http://www.minorplanetcenter.net/mpec/K18/K18W85.html,,,,,,,,,
2019 FC1,25.6,16.18,0.2689,103372,0.000691,MPEC 2019-F13,http://www.minorplanetcenter.net/mpec/K19/K19F13.html,,,,,,,,,
2011 CA7,30.3,16.23,0.2697,103671,0.000693,MPEC 2011-C35,http://www.minorplanetcenter.net/mpec/K11/K11C35.html,,,,,,,,,
2013 LR6,27.8,17.66,0.2934,112797,0.000754,MPEC 2013-L37,http://www.minorplanetcenter.net/mpec/K13/K13L37.html,,,,,,,,,
2015 DQ224,29.3,18.08,0.3004,115490,0.000772,MPEC 2015-H11,http://www.minorplanetcenter.net/mpec/K15/K15H11.html,,,,,,,,,
2016 DB,28.5,19.51,0.3242,124615,0.000833,MPEC 2016-D21,http://www.minorplanetcenter.net/mpec/K16/K16D21.html,,,,,,,,,
2010 VN1,28,20.24,0.3362,129253,0.000864,MPEC 2010-V49,http://www.minorplanetcenter.net/mpec/K10/K10V49.html,,,,,,,,,
2011 EY11,28.3,20.52,0.3409,131048,0.000876,MPEC 2011-E29,http://www.minorplanetcenter.net/mpec/K11/K11E11Y.html,,,,,,,,,
2013 CY32,28.1,21.08,0.3503,134638,0.0009,MPEC 2013-C32,http://www.minorplanetcenter.net/mpec/K13/K13C32.html,,,,,,,,,
2018 TV5,29.5,21.92,0.3643,140024,0.000936,MPEC 2018-T17,http://www.minorplanetcenter.net/mpec/K18/K18T17.html,,,,,,,,,
2018 VO5,26.8,21.97,0.365,140323,0.000938,MPEC 2018-V11,http://www.minorplanetcenter.net/mpec/K18/K18V11.html,,,,,,,,,
2018 NX,27.7,22.3,0.3705,142417,0.000952,MPEC 2018-N35,http://www.minorplanetcenter.net/mpec/K18/K18N35.html,,,,,,,,,
2005 FN,26.9,22.56,0.3748,144063,0.000963,MPEC 2005-F24,http://www.minorplanetcenter.net/mpec/K05/K05F24.html,,,,,,,,,
2016 LT1,29,22.63,0.3759,144512,0.000966,MPEC 2016-L10,http://www.minorplanetcenter.net/mpec/K16/K16L10.html,,,,,,,,,
2018 KW1,29.8,23.35,0.388,149149,0.000997,MPEC 2018-K68,http://www.minorplanetcenter.net/mpec/K18/K18K68.html,,,,,,,,,
2018 FK5,28.3,23.42,0.3892,149598,0.001,MPEC 2018-F15,http://www.minorplanetcenter.net/mpec/K18/K18F15.html,,,,,,,,,
2010 TW54,27.6,25.3,0.4203,161566,0.00108,MPEC 2010-T88,http://www.minorplanetcenter.net/mpec/K10/K10T88.html,,,,,,,,,
2015 BE511,28.6,25.3,0.4203,161566,0.00108,MPEC 2015-B16,http://www.minorplanetcenter.net/mpec/K15/K15B16.html,,,,,,,,,
2019 AW2,25.1,25.3,0.4203,161566,0.00108,MPEC 2019-A81,http://www.minorplanetcenter.net/mpec/K19/K19A81.html,,,,,,,,,
2017 BS32,27.3,25.53,0.4242,163062,0.00109,MPEC 2017-C85,http://www.minorplanetcenter.net/mpec/K17/K17C85.html,,,,,,,,,
2014 UF56,27.4,25.76,0.4281,164558,0.0011,MPEC 2016-C40,http://www.minorplanetcenter.net/mpec/K16/K16C40.html,,,,,,,,,
2018 BW,28.1,26,0.432,166054,0.00111,MPEC 2018-B49,http://www.minorplanetcenter.net/mpec/K18/K18B49.html,,,,,,,,,
2014 GY44,25.4,26.23,0.4359,167550,0.00112,MPEC 2014-N70,http://www.minorplanetcenter.net/mpec/K14/K14N70.html,,,,,,,,,
1994 ES1,28.5,26.47,0.4398,169046,0.00113,MPEC 1994-E05,http://www.minorplanetcenter.net/mpec/J94/J94E05.html,,,,,,,,,
2013 RF32,28.7,26.47,0.4398,169046,0.00113,MPEC 2013-R71,http://www.minorplanetcenter.net/mpec/K13/K13R71.html,,,,,,,,,
2014 EF,28.9,26.47,0.4398,169046,0.00113,MPEC 2014-E41,http://www.minorplanetcenter.net/mpec/K14/K14E41.html,,,,,,,,,
2008 FP,26.5,26.7,0.4437,170542,0.00114,MPEC 2008-F48,http://www.minorplanetcenter.net/mpec/K08/K08F48.html,,,,,,,,,
2017 JQ1,29.3,26.7,0.4437,170542,0.00114,MPEC 2017-J48,http://www.minorplanetcenter.net/mpec/K17/K17J48.html,,,,,,,,,
2010 KO10,26.8,27.17,0.4514,173534,0.00116,MPEC 2010-K37,http://www.minorplanetcenter.net/mpec/K10/K10K37.html,,,,,,,,,
2016 AN165,27.7,28.11,0.467,179517,0.0012,MPEC 2016-B74,http://www.minorplanetcenter.net/mpec/K16/K16B74.html,,,,,,,,,
2016 FU6,28.9,28.11,0.467,179517,0.0012,MPEC 2016-F66,http://www.minorplanetcenter.net/mpec/K16/K16F66.html,,,,,,,,,
